Tour,FED_Taux,Pions_Libres,BTC_Force,BTC_Rois,BTC_Pions,SOL_Force,SOL_Cavaliers,SOL_Pions,PEPE_Force,PEPE_Pions
58020,0.27,1204,84,0,2,42,1,1,5,0
58030,-2.25,1186,136,0,8,30,0,5,5,0
58040,3.82,1205,70,0,0,42,1,1,7,1
58050,-2.03,1175,204,1,7,56,1,8,13,4
58060,-3.8,1182,258,1,4,36,0,8,13,4
58070,-3.47,1144,344,1,12,74,1,17,29,12
58080,4.09,1198,176,1,3,136,1,3,5,0
58090,4.36,1205,170,1,0,102,1,1,5,0
58100,4.95,1206,170,1,0,72,1,1,5,0
58110,-4.74,1182,224,1,7,170,1,5,11,3
58120,4.83,1209,170,1,0,20,0,0,5,0
58130,-0.93,1197,276,2,3,28,0,4,5,0
58140,-2.3,1165,314,2,12,48,0,14,9,2
58150,4.27,1204,256,2,3,20,0,0,5,0
58160,-2.89,1173,304,2,12,32,0,6,15,5
58170,2.22,1139,426,2,18,48,0,14,27,11
58180,0.75,1174,412,2,6,36,0,8,15,5
58190,4.92,1205,332,2,1,20,0,0,5,0
58200,3.13,1206,330,2,0,20,0,0,5,0
58210,2.79,1189,424,3,7,26,0,3,5,0
58220,3.26,1195,438,3,4,24,0,2,7,1
58230,-0.43,1200,476,3,3,22,0,1,5,0
58240,-3.0,1183,426,3,8,34,0,7,7,1
58250,4.53,1206,450,3,0,20,0,0,5,0
58260,-1.53,1199,456,3,3,24,0,2,5,0
58270,4.86,1206,372,2,1,22,0,1,5,0
58280,-2.72,1201,392,2,1,24,0,2,11,3
58290,-0.74,1206,432,2,1,20,0,0,5,0
58300,-0.58,1191,460,2,5,28,0,4,7,1
58310,1.58,1188,482,2,6,30,0,5,7,1
58320,2.7,1197,456,2,3,30,0,5,5,0
58330,3.58,1207,370,2,0,20,0,0,5,0
58340,-3.65,1205,372,2,1,20,0,0,7,1
58350,-3.74,1176,410,2,10,34,0,7,13,4
58360,-4.54,1189,382,2,6,32,0,6,11,3
58370,-4.18,1192,342,2,6,46,1,3,11,3
58380,2.12,1159,390,2,15,100,3,10,21,8
58390,0.41,1204,380,2,0,84,0,2,5,0
58400,-1.44,1204,254,2,2,124,0,2,5,0
58410,4.61,1209,210,1,0,142,0,1,5,0
58420,3.77,1206,250,2,0,224,0,2,5,0
58430,2.39,1195,376,3,3,292,2,1,7,1
58440,3.32,1207,290,2,0,222,0,1,5,0
58450,-1.11,1197,298,2,4,264,0,2,9,2
58460,2.45,1164,392,2,11,320,2,10,17,6
58470,-4.87,1197,312,2,1,350,1,0,7,1
58480,-1.54,1181,408,2,4,342,0,6,11,3
58490,1.95,1199,352,2,1,332,0,1,5,0
58500,4.13,1204,350,2,0,330,0,0,5,0
58510,-4.46,1185,418,2,4,330,1,5,11,3
58520,-0.33,1148,496,2,13,368,2,14,25,10
58530,-3.69,1201,372,2,1,302,0,1,7,1
58540,4.4,1201,364,2,2,302,0,1,7,1
58550,-2.26,1200,332,2,1,304,0,2,5,0
58560,-1.6,1185,362,2,6,292,1,6,11,3
58570,-4.23,1181,410,2,5,276,0,8,9,2
58580,-2.36,1192,356,2,3,308,0,4,9,2
58590,3.13,1201,390,2,0,302,0,1,7,1
58600,1.1,1181,480,2,5,342,0,6,9,2
58610,1.0,1185,458,2,4,356,1,3,7,1
58620,-0.92,1172,416,2,8,394,2,7,11,3
58630,-4.67,1181,410,2,5,372,1,6,11,3
58640,1.22,1191,376,2,3,386,1,3,7,1
58650,-1.89,1194,474,3,2,480,1,0,7,1
58660,-1.29,1199,450,3,0,302,0,1,5,0
58670,-3.04,1197,452,3,1,302,0,1,7,1
58680,4.69,1201,450,3,0,262,0,1,5,0
58690,-4.54,1193,452,3,1,268,0,4,9,2
58700,2.12,1185,460,3,5,366,0,3,5,0
58710,1.14,1185,478,3,4,328,1,4,7,1
58720,2.92,1198,452,3,1,370,0,0,5,0
58730,-3.64,1167,546,3,8,408,1,9,7,1
58740,-3.87,1188,496,3,3,346,0,3,9,2
58750,-0.96,1185,490,3,5,292,0,6,7,1
58760,1.27,1188,506,3,3,336,1,3,7,1
58770,-0.96,1197,374,2,2,330,1,0,5,0
58780,1.23,1181,424,2,7,294,0,7,5,0
58790,2.09,1193,482,2,1,324,1,2,5,0
58800,2.83,1189,436,2,3,374,2,2,7,1
58810,0.92,1200,314,2,2,292,0,1,5,0
58820,0.59,1196,356,2,3,284,1,2,7,1
58830,0.8,1162,376,2,13,322,2,11,15,5
58840,-2.4,1198,372,2,1,362,0,1,7,1
58850,3.28,1201,440,2,0,260,0,0,5,0
58860,-2.54,1190,494,2,2,268,0,4,7,1
58870,-4.99,1193,454,2,2,302,0,1,7,1
58880,-4.29,1184,478,2,4,308,0,4,9,2
58890,0.54,1193,334,2,2,364,1,2,7,1
58900,-0.81,1157,354,2,12,384,1,12,19,7
58910,-0.11,1190,318,2,4,344,0,2,11,3
58920,2.95,1191,332,2,1,374,0,2,9,2
58930,-0.87,1158,352,2,11,478,0,9,15,5
58940,-1.59,1172,348,2,9,416,0,8,11,3
58950,0.03,1173,266,2,8,356,0,8,13,4
58960,-0.37,1175,296,2,8,410,0,5,9,2
58970,3.75,1197,290,2,0,400,0,0,5,0
58980,4.73,1191,332,2,1,444,0,2,5,0
58990,1.85,1186,354,2,2,406,0,3,5,0
59000,-2.19,1148,392,2,11,586,2,8,21,8
59010,1.02,1176,366,2,3,578,1,4,5,0
59020,4.45,1194,330,2,0,500,0,0,5,0
59030,-2.94,1176,340,2,5,548,2,4,9,2
59040,-1.86,1180,342,2,6,544,2,2,5,0
59050,3.53,1186,336,2,3,550,1,0,5,0
59060,-2.82,1165,396,2,8,602,0,6,7,1
59070,-1.35,1159,398,2,9,636,0,8,13,4
59080,4.04,1179,334,2,2,606,0,3,13,4
59090,2.1,1168,394,2,7,652,0,6,5,0
59100,1.85,1182,338,2,4,614,0,2,5,0
59110,2.59,1177,374,2,2,606,1,3,9,2
59120,-1.44,1174,340,2,5,510,0,5,9,2
59130,-1.55,1183,334,2,2,584,0,2,7,1
59140,-4.13,1173,264,1,7,686,3,3,7,1
59150,4.01,1192,252,1,1,622,0,1,5,0
59160,-1.87,1191,212,1,1,584,0,2,5,0
59170,2.02,1171,224,1,7,650,3,5,7,1
59180,0.04,1139,330,1,15,688,4,14,11,3
59190,2.48,1177,354,1,2,638,1,4,5,0
59200,-1.66,1180,356,1,3,576,0,3,7,1
59210,-4.49,1192,252,1,1,502,0,1,7,1
59220,-1.47,1198,252,1,1,440,1,0,5,0
59230,0.66,1182,262,1,6,490,0,5,9,2
59240,-2.81,1147,282,1,16,556,1,13,19,7
59250,0.78,1107,320,1,25,700,2,20,39,17
59260,4.6,1189,256,1,3,606,1,3,7,1
59270,-4.06,1179,272,0,6,656,1,3,11,3
59280,-1.7,1196,222,0,1,544,0,2,5,0
59290,-2.43,1184,182,0,6,628,1,4,9,2
59300,-4.5,1197,232,0,1,404,0,2,9,2
59310,-4.58,1165,252,0,11,576,2,8,13,4
59320,-4.87,1171,234,0,7,494,1,7,17,6
59330,-3.89,1195,176,0,3,406,0,3,7,1
59340,-1.38,1195,176,0,3,484,1,2,5,0
59350,-3.16,1176,214,0,7,494,1,7,11,3
59360,1.35,1176,244,0,7,614,0,7,5,0
59370,4.61,1190,254,0,2,682,1,1,7,1
59380,-0.24,1189,256,0,3,588,0,4,5,0
59390,-4.48,1153,342,0,11,730,2,10,17,6
59400,-4.49,1182,306,0,3,668,1,4,7,1
59410,-0.89,1196,230,0,0,582,0,1,5,0
59420,1.25,1196,212,0,1,520,1,0,5,0
59430,2.1,1185,218,0,4,538,0,4,7,1
59440,-0.87,1191,216,0,3,526,1,3,5,0
59450,4.23,1204,170,0,0,410,0,0,5,0
59460,1.89,1171,226,0,8,506,1,8,11,3
59470,-0.33,1197,236,0,3,404,0,2,5,0
59480,3.6,1205,172,0,1,340,0,0,5,0
59490,-3.96,1202,212,1,1,342,0,1,9,2
59500,-1.84,1199,294,1,2,346,0,3,5,0
59510,-1.99,1192,296,1,3,444,2,2,7,1
59520,-0.39,1191,330,1,5,384,2,2,5,0
59530,-4.86,1187,370,1,5,446,1,3,9,2
59540,4.77,1198,332,1,1,344,0,2,9,2
59550,-4.48,1173,370,1,5,408,1,9,13,4
59560,-4.84,1188,348,1,4,348,0,4,11,3
59570,2.94,1187,322,1,6,370,1,5,5,0
59580,-0.84,1192,376,2,3,376,0,3,5,0
59590,-3.62,1163,472,2,11,414,1,12,7,1
59600,4.08,1203,380,2,0,340,0,0,5,0
59610,1.56,1179,364,2,7,412,0,6,13,4
59620,4.46,1200,334,2,2,420,1,0,7,1
59630,-4.61,1188,376,2,3,410,0,5,9,2
59640,0.45,1152,396,2,13,486,1,13,21,8
59650,1.92,1166,390,2,10,486,1,13,9,2
59660,3.21,1207,290,2,0,300,0,0,5,0
59670,1.22,1181,264,2,7,342,0,6,13,4
59680,-0.65,1187,282,2,6,410,0,5,5,0
59690,-1.67,1200,254,2,2,344,0,2,7,1
59700,-4.9,1166,274,2,12,364,0,12,15,5
59710,-3.64,1131,312,2,21,402,1,21,25,10
59720,2.91,1092,424,2,27,480,1,30,43,19
59730,2.63,1192,260,2,5,408,1,4,5,0
59740,1.09,1184,282,2,6,394,0,7,11,3
59750,3.42,1199,292,2,1,424,0,2,5,0
59760,3.15,1202,292,2,1,422,0,1,5,0
59770,-2.67,1197,294,2,2,462,2,1,7,1
59780,-1.73,1191,358,2,4,426,0,3,7,1
59790,3.51,1203,290,2,0,420,0,0,5,0
59800,4.22,1203,290,2,0,422,0,1,5,0
59810,1.83,1173,386,2,8,516,2,8,5,0
59820,-4.37,1141,406,2,18,572,4,16,9,2
59830,-1.37,1192,276,2,3,390,0,5,5,0
59840,-4.74,1186,358,3,4,368,1,4,11,3
59850,4.94,1201,390,3,0,380,0,0,5,0
59860,-2.74,1169,514,3,7,486,0,8,9,2
59870,3.78,1200,330,3,0,400,1,0,5,0
59880,1.37,1191,382,3,1,386,0,3,7,1
59890,-3.06,1157,402,3,11,424,1,12,15,5
59900,-4.16,1196,292,3,1,422,0,1,7,1
59910,-0.89,1164,312,3,11,442,0,11,11,3
59920,2.08,1195,294,3,2,382,0,1,5,0
59930,4.09,1202,290,3,0,302,0,1,5,0
59940,-1.13,1183,224,2,7,372,1,6,5,0
59950,-1.85,1193,216,2,3,366,1,3,7,1
59960,-2.31,1171,228,2,9,436,2,8,13,4
59970,-4.66,1189,274,2,2,346,0,3,13,4
59980,-4.84,1198,212,2,1,302,0,1,7,1
59990,-0.8,1192,216,2,3,346,0,3,7,1
60000,-0.95,1193,216,2,3,474,0,2,7,1
60010,0.21,1199,230,2,0,462,1,1,5,0
60020,2.66,1194,214,2,2,522,2,1,5,0
60030,-0.95,1161,252,2,11,694,3,7,11,3
60040,1.42,1199,214,2,2,442,1,1,5,0
60050,-2.59,1201,212,2,1,462,0,1,5,0
60060,3.98,1204,210,2,0,460,0,0,5,0
60070,2.82,1194,234,2,2,524,0,2,7,1
60080,-0.33,1189,278,2,4,528,0,4,5,0
60090,-2.16,1200,272,2,1,522,0,1,5,0
60100,0.77,1198,212,2,1,562,0,1,5,0
60110,0.46,1196,236,2,3,466,0,3,5,0
60120,-4.23,1195,314,2,2,464,0,2,9,2
60130,-0.76,1199,372,2,1,384,0,2,5,0
60140,-0.55,1169,410,2,10,422,1,11,7,1
60150,3.41,1204,380,2,0,300,0,0,7,1
60160,4.77,1206,212,1,1,360,0,0,5,0
60170,0.88,1202,174,1,2,394,0,2,7,1
60180,2.69,1202,136,1,3,248,1,4,5,0
60190,-4.88,1179,264,1,7,386,5,3,15,5
60200,3.88,1197,294,1,2,342,3,1,7,1
60210,-0.94,1166,388,1,9,390,3,10,9,2
60220,3.34,1206,210,1,0,260,0,0,5,0
60230,-0.6,1205,212,1,1,222,0,1,5,0
60240,-4.38,1187,260,1,5,230,0,5,11,3
60250,4.99,1203,292,2,1,220,0,0,5,0
60260,-3.05,1179,322,2,6,234,0,7,15,5
60270,2.6,1187,298,2,4,232,0,6,9,2
60280,-2.49,1190,372,2,1,228,0,4,7,1
60290,0.28,1182,360,2,5,256,1,8,7,1
60300,0.58,1178,522,3,6,234,0,7,7,1
60310,-3.08,1187,596,4,3,336,0,3,7,1
60320,-1.2,1195,482,3,1,306,0,3,5,0
60330,2.53,1192,418,3,4,286,1,3,5,0
60340,4.01,1202,410,3,0,280,1,0,5,0
60350,0.5,1170,448,3,9,364,3,7,9,2
60360,0.27,1194,440,3,0,332,2,1,7,1
60370,1.97,1198,374,3,2,264,0,2,5,0
60380,-4.04,1181,402,3,6,330,0,5,7,1
60390,-0.65,1201,420,3,0,262,0,1,5,0
60400,1.08,1166,516,3,8,366,1,8,15,5
60410,4.11,1193,400,3,0,306,0,3,9,2
60420,3.13,1200,290,2,0,382,0,1,5,0
60430,-2.65,1169,328,2,9,438,2,9,7,1
60440,3.71,1200,290,2,0,300,0,0,5,0
60450,1.32,1178,302,2,6,290,1,5,11,3
60460,2.05,1143,340,2,15,356,2,13,21,8
60470,-3.57,1177,294,2,2,462,1,6,9,2
60480,1.78,1142,314,2,12,510,1,15,19,7
60490,-2.07,1103,380,2,20,566,3,23,37,16
60500,-0.99,1169,208,1,9,454,2,7,9,2
60510,1.21,1199,232,1,1,322,1,1,5,0
60520,-3.53,1183,260,1,5,390,2,5,7,1
60530,2.2,1149,366,1,13,486,3,13,15,5
60540,-0.98,1169,280,1,10,552,1,6,9,2
60550,-4.18,1191,178,1,4,308,0,4,7,1
60560,4.85,1204,170,1,0,300,0,0,5,0
60570,-4.6,1170,208,1,9,426,0,8,13,4
60580,1.54,1134,304,1,17,500,3,15,25,10
60590,2.69,1199,192,1,1,382,0,1,5,0
60600,2.6,1191,218,1,4,424,1,2,7,1
60610,-2.45,1179,260,1,5,492,0,6,11,3
60620,0.91,1192,256,1,3,426,0,3,7,1
60630,-3.87,1194,252,1,1,462,2,1,7,1
60640,-2.07,1159,272,1,11,558,2,9,17,6
60650,-2.07,1122,330,1,20,634,2,17,31,13
60660,-3.57,1162,308,1,9,614,2,7,9,2
60670,0.79,1186,294,1,2,524,0,2,5,0
60680,2.44,1166,268,1,9,632,1,6,9,2
60690,0.42,1164,284,1,7,574,2,7,13,4
60700,-3.7,1173,264,1,7,474,0,7,11,3
60710,-1.03,1182,222,1,6,498,0,4,7,1
60720,1.73,1196,300,1,0,522,0,1,5,0
60730,-3.37,1199,172,1,1,542,0,1,7,1
60740,1.28,1187,198,1,4,550,0,5,9,2
60750,-4.75,1177,216,1,8,540,2,5,11,3
60760,-0.86,1170,196,1,13,566,0,8,9,2
60770,1.52,1178,182,1,6,536,0,8,13,4
60780,0.4,1197,192,1,1,462,0,1,5,0
60790,-0.49,1185,182,1,6,390,0,5,11,3
60800,2.35,1198,236,1,3,342,0,1,5,0
60810,-2.46,1197,176,0,3,344,0,2,5,0
60820,-0.53,1194,158,0,4,406,0,3,7,1
60830,0.86,1192,204,0,2,412,0,6,5,0
60840,4.06,1204,114,0,2,320,0,0,5,0
60850,-2.01,1196,156,0,3,326,0,3,7,1
60860,-2.45,1187,200,0,5,350,1,5,9,2
60870,-4.4,1203,192,0,1,202,1,1,7,1
60880,-1.91,1193,230,0,5,226,2,3,5,0
60890,0.35,1177,226,0,8,200,0,10,9,2
60900,4.82,1204,190,0,0,212,0,1,5,0
60910,0.17,1191,226,0,3,218,0,4,5,0
60920,-3.87,1158,468,0,4,334,0,12,11,3
60930,2.02,1198,282,0,1,222,0,1,5,0
60940,-1.76,1199,282,0,1,162,1,1,5,0
60950,1.0,1195,216,0,3,148,0,4,5,0
60960,2.86,1160,236,0,13,214,1,12,15,5
60970,0.71,1196,302,0,1,146,0,3,5,0
60980,1.18,1190,442,1,1,148,0,4,5,0
60990,2.74,1199,332,1,1,102,0,1,5,0
61000,4.29,1202,252,1,1,100,0,0,7,1
61010,2.99,1185,320,1,5,172,0,6,5,0
61020,-2.4,1193,292,1,1,244,0,2,9,2
61030,3.25,1204,210,1,0,180,0,0,5,0
61040,-2.73,1199,214,1,2,200,1,0,7,1
61050,2.71,1192,180,1,5,186,0,3,9,2
61060,-1.74,1180,264,2,7,308,0,4,11,3
61070,0.53,1186,278,2,4,278,0,4,5,0
61080,-3.31,1177,282,2,6,360,1,5,9,2
61090,1.45,1139,386,2,13,434,4,12,25,10
61100,-3.47,1185,328,2,4,364,3,2,7,1
61110,0.74,1191,252,1,1,344,2,2,5,0
61120,3.42,1201,210,1,0,240,0,0,5,0
61130,-1.1,1175,248,1,9,314,0,7,9,2
61140,-0.09,1201,192,1,1,222,2,1,5,0
61150,4.6,1204,190,1,0,182,0,1,5,0
61160,-2.85,1200,172,1,1,212,0,1,7,1
61170,-1.87,1198,214,2,2,224,0,2,5,0
61180,2.78,1184,278,2,4,350,0,5,7,1
61190,0.86,1180,322,2,6,292,0,6,13,4
61200,0.55,1193,316,2,3,246,1,3,5,0
61210,-0.85,1174,370,2,5,304,2,7,11,3
61220,4.54,1203,250,2,0,182,0,1,5,0
61230,4.31,1203,210,2,0,182,0,1,5,0
61240,-2.66,1174,322,2,6,196,0,8,15,5
61250,4.61,1204,210,2,0,220,0,0,5,0
61260,2.89,1172,230,2,10,258,1,9,9,2
61270,-1.58,1176,288,2,9,254,1,7,7,1
61280,-4.71,1192,274,2,2,268,0,4,7,1
61290,1.77,1193,216,2,3,184,0,2,5,0
61300,1.6,1195,216,2,3,186,0,3,7,1
61310,4.09,1205,130,1,0,220,0,0,5,0
61320,4.07,1204,130,1,0,220,0,0,7,1
61330,-4.63,1188,158,1,4,232,0,6,7,1
61340,4.0,1204,130,1,0,180,0,0,5,0
61350,2.68,1203,172,1,1,142,0,1,5,0
61360,0.49,1197,262,1,1,148,0,4,5,0
61370,-2.41,1202,212,1,1,102,0,1,5,0
61380,-0.9,1188,248,1,4,128,1,4,7,1
61390,4.03,1195,280,1,0,104,0,2,11,3
61400,-4.39,1197,254,1,2,102,0,1,7,1
61410,1.06,1198,332,2,1,102,0,1,5,0
61420,-3.86,1166,390,2,10,198,1,9,9,2
61430,-1.29,1190,374,2,2,106,0,3,5,0
61440,3.91,1200,410,3,0,100,0,0,5,0
61450,3.28,1197,452,3,1,162,0,1,5,0
61460,-3.61,1185,480,3,5,188,1,4,7,1
61470,3.11,1203,330,2,0,80,0,0,5,0
61480,-3.75,1178,348,2,9,34,0,7,9,2
61490,1.06,1185,378,2,4,26,0,3,9,2
61500,4.29,1200,362,2,1,20,0,0,5,0
61510,2.23,1167,484,2,7,38,0,9,13,4
61520,-2.19,1176,364,2,7,36,0,8,13,4
61530,0.65,1195,364,2,2,24,0,2,5,0
61540,4.28,1203,250,1,0,20,0,0,5,0
61550,-4.12,1193,234,0,2,24,0,2,7,1
61560,-1.05,1199,252,0,1,24,0,2,5,0
61570,-4.09,1177,342,0,6,48,1,4,11,3
61580,2.22,1181,330,0,5,30,0,5,11,3
61590,-4.5,1201,230,0,0,22,0,1,9,2
61600,3.99,1205,190,0,0,20,0,0,5,0
61610,-0.86,1186,232,0,6,30,0,5,9,2
61620,3.2,1207,130,0,0,20,0,0,5,0
61630,-0.75,1185,244,1,7,28,0,4,9,2
61640,1.58,1150,358,1,14,48,0,14,19,7
61650,4.88,1200,214,1,2,26,0,3,7,1
61660,2.83,1203,250,1,0,20,0,0,5,0
61670,-3.87,1190,376,2,3,46,1,3,9,2
61680,3.93,1201,290,2,0,20,0,0,7,1
61690,0.83,1171,328,2,9,32,0,6,15,5
61700,3.86,1201,332,2,1,20,0,0,5,0
61710,-1.98,1188,428,2,4,24,0,2,7,1
61720,4.45,1202,392,2,1,20,0,0,5,0
61730,-1.74,1200,332,2,1,24,0,2,5,0
61740,2.62,1170,352,2,11,40,0,10,9,2
61750,1.08,1181,390,2,5,30,0,5,13,4
61760,3.66,1203,290,2,0,22,0,1,7,1
61770,-4.71,1173,348,2,9,40,0,10,9,2
61780,-1.19,1184,458,2,4,34,0,7,5,0
61790,3.35,1192,418,2,4,28,0,4,5,0
61800,-1.73,1192,336,2,3,24,0,2,7,1
61810,-4.55,1191,372,2,1,24,0,2,7,1
61820,-1.53,1159,506,2,8,62,1,11,11,3
61830,4.33,1198,350,2,0,20,0,0,5,0
61840,-1.13,1175,362,2,6,30,0,5,13,4
61850,-3.94,1190,316,2,3,26,0,3,9,2
61860,1.08,1189,298,2,4,28,0,4,7,1
61870,0.72,1198,294,2,2,22,0,1,5,0
61880,4.4,1201,370,3,0,20,0,0,5,0
61890,-2.94,1187,438,3,4,28,0,4,9,2
61900,2.18,1152,494,3,12,48,0,14,19,7
61910,1.39,1185,456,3,3,30,0,5,7,1
61920,-4.02,1178,518,3,4,32,0,6,9,2
61930,4.9,1196,400,3,0,22,0,1,7,1
61940,-0.01,1190,366,3,3,26,0,3,7,1
61950,4.36,1200,330,3,0,20,0,0,5,0
61960,1.96,1196,384,3,2,20,0,0,7,1
61970,-0.34,1193,338,3,4,24,0,2,7,1
61980,-0.42,1158,376,3,13,40,0,10,21,8
61990,4.47,1193,366,3,3,20,0,0,9,2
62000,0.19,1201,292,3,1,22,0,1,5,0
62010,2.72,1196,452,3,1,22,0,1,5,0
62020,0.8,1190,358,2,4,26,0,3,9,2
62030,2.72,1195,396,2,3,20,0,0,5,0
62040,4.85,1200,460,2,0,20,0,0,5,0
62050,2.43,1189,372,2,6,24,0,2,5,0
62060,-2.5,1193,300,2,5,26,0,3,7,1
62070,-4.96,1192,314,2,2,26,0,3,7,1
62080,-0.22,1200,294,3,2,22,0,1,5,0
62090,2.92,1202,332,3,1,20,0,0,5,0
62100,1.85,1167,370,3,10,74,2,7,17,6
62110,-0.72,1198,304,2,2,22,0,1,7,1
62120,2.06,1168,410,2,10,36,0,8,13,4
62130,-3.14,1184,318,2,4,34,0,7,11,3
62140,4.74,1204,250,2,0,20,0,0,5,0
62150,3.43,1204,252,2,1,20,0,0,5,0
62160,-0.24,1194,256,2,3,26,0,3,9,2
62170,4.78,1204,270,2,0,20,0,0,7,1
62180,0.24,1190,278,2,4,26,0,3,11,3
62190,-3.26,1156,354,2,12,64,1,12,19,7
62200,-1.58,1193,316,2,3,24,0,2,7,1
62210,1.84,1193,374,2,2,46,1,3,5,0
62220,-0.7,1179,384,2,7,30,0,5,7,1
62230,4.97,1199,352,2,1,20,0,0,5,0
62240,-1.04,1196,282,1,1,24,0,2,5,0
62250,-4.62,1193,314,1,2,24,0,2,9,2
62260,-3.18,1195,254,1,2,24,0,2,7,1
62270,-2.41,1188,258,1,4,28,0,4,9,2
62280,2.6,1201,232,1,1,20,0,0,5,0
62290,2.97,1203,212,1,1,22,0,1,5,0
62300,1.96,1196,234,1,2,26,0,3,5,0
62310,-4.5,1188,298,1,4,28,0,4,11,3
62320,-4.14,1183,330,1,5,32,0,6,9,2
62330,-0.4,1147,404,1,12,50,0,15,23,9
62340,4.79,1201,250,1,0,20,0,0,5,0
62350,-4.01,1185,360,1,5,26,0,3,9,2
62360,-3.73,1192,220,1,5,26,0,3,7,1
62370,-3.65,1184,282,1,6,26,0,3,9,2
62380,2.67,1197,234,1,2,24,0,2,5,0
62390,-1.15,1187,280,1,5,32,0,6,7,1
62400,4.81,1204,270,1,0,20,0,0,5,0
62410,1.65,1197,304,1,2,20,0,0,7,1
62420,-0.28,1197,306,1,3,22,0,1,5,0
62430,-3.1,1197,244,1,2,22,0,1,7,1
62440,-4.97,1200,212,1,1,22,0,1,7,1
62450,-4.21,1191,222,1,6,22,0,1,9,2
62460,-1.32,1183,148,0,9,30,0,5,5,0
62470,-3.79,1194,138,0,4,26,0,3,7,1
62480,-0.2,1200,136,0,3,24,0,2,5,0
62490,-4.66,1199,94,0,2,26,0,3,7,1
62500,-0.85,1181,124,0,7,72,2,6,9,2
62510,-0.98,1200,96,0,3,24,0,2,5,0
62520,-4.68,1195,98,0,4,26,0,3,9,2
62530,2.39,1196,100,0,5,22,0,1,7,1
62540,2.1,1204,94,0,2,20,0,0,5,0
62550,3.09,1206,130,0,0,20,0,0,5,0
62560,-3.39,1201,162,0,1,24,0,2,7,1
62570,-0.13,1178,194,0,7,54,1,7,13,4
62580,3.58,1204,192,0,1,20,0,0,5,0
62590,-1.22,1200,164,0,2,24,0,2,5,0
62600,2.31,1196,154,0,2,24,0,2,11,3
62610,2.74,1203,192,0,1,20,0,0,5,0
62620,3.25,1206,170,0,0,20,0,0,5,0
62630,4.62,1199,172,0,1,24,0,2,5,0
62640,0.72,1166,192,0,11,40,0,10,15,5
62650,1.05,1196,174,0,2,24,0,2,7,1
62660,1.48,1204,172,0,1,20,0,0,5,0
62670,1.08,1200,194,0,2,24,0,2,5,0
62680,-4.98,1195,194,0,2,26,0,3,7,1
62690,1.14,1161,330,1,10,82,2,11,15,5
62700,-1.4,1177,366,1,8,54,1,7,7,1
62710,3.06,1204,282,1,1,20,0,0,7,1
62720,-2.83,1174,320,1,10,36,0,8,11,3
62730,-3.42,1191,260,1,5,28,0,4,11,3
62740,-3.19,1179,334,1,7,72,2,6,13,4
62750,2.99,1194,218,1,4,76,1,3,7,1
62760,-2.98,1192,326,2,3,30,0,5,5,0
62770,1.52,1203,292,2,1,20,0,0,5,0
62780,2.77,1195,326,2,3,24,0,2,7,1
62790,1.78,1165,422,2,11,36,0,8,15,5
62800,4.42,1198,332,2,1,20,0,0,5,0
62810,-1.35,1189,376,2,3,26,0,3,9,2
62820,-2.35,1191,390,2,5,28,0,4,5,0
62830,3.74,1201,334,2,2,24,0,2,5,0
62840,3.7,1207,310,2,0,20,0,0,5,0
62850,0.22,1196,456,2,3,24,0,2,5,0
62860,-3.26,1179,446,2,8,32,0,6,13,4
62870,-2.18,1191,396,2,3,28,0,4,5,0
62880,-0.9,1204,294,2,2,20,0,0,5,0
62890,-4.45,1201,296,2,3,22,0,1,7,1
62900,0.68,1205,294,2,2,22,0,1,5,0
62910,1.02,1175,352,2,11,56,1,8,9,2
62920,3.03,1208,330,2,0,20,0,0,5,0
62930,-2.65,1201,372,2,1,24,0,2,7,1
62940,4.18,1207,330,2,0,20,0,0,5,0
62950,-3.05,1180,376,2,8,36,0,8,9,2
62960,2.03,1201,374,2,2,20,0,0,7,1
62970,-1.31,1190,376,2,3,28,0,4,9,2
62980,-4.03,1157,396,2,13,48,0,14,15,5
62990,0.59,1206,292,2,1,20,0,0,5,0
63000,-3.9,1176,350,2,10,32,0,6,13,4
63010,4.46,1205,350,2,0,20,0,0,5,0
63020,-2.99,1192,378,2,4,26,0,3,9,2
63030,-0.13,1175,386,2,8,40,0,10,13,4
63040,-0.61,1139,444,2,17,182,2,16,25,10
63050,-1.6,1202,402,2,1,82,0,1,5,0
63060,-4.89,1186,382,2,6,128,0,4,9,2
63070,3.9,1199,372,2,1,172,1,1,5,0
63080,-3.54,1162,420,2,10,296,1,8,19,7
63090,1.73,1127,458,2,19,316,1,18,29,12
63100,1.59,1196,374,2,2,146,0,3,5,0
63110,-1.78,1165,506,2,8,286,2,8,7,1
63120,4.61,1193,314,1,2,160,1,0,5,0
63130,-3.47,1187,384,1,2,148,0,4,9,2
63140,3.47,1200,250,1,0,192,0,1,5,0
63150,-4.59,1181,260,1,5,200,0,5,13,4
63160,1.8,1185,260,1,5,220,1,5,7,1
63170,1.59,1202,400,3,0,24,0,2,5,0
63180,2.89,1198,474,3,2,22,0,1,5,0
63190,3.8,1204,450,3,0,20,0,0,5,0
63200,3.89,1202,440,3,0,20,0,0,5,0
63210,2.78,1201,452,3,1,20,0,0,5,0
63220,-1.83,1177,542,3,6,32,0,6,13,4
63230,-0.21,1199,482,3,1,22,0,1,5,0
63240,2.91,1205,294,2,2,20,0,0,5,0
63250,3.18,1206,320,2,0,20,0,0,5,0
63260,-2.88,1203,322,2,1,22,0,1,7,1
